compound	donor	gives to	average probability of donation
M_pi_e	Aeromicrobium_sp_DTU-UNIPD973	19	0.8026315789473685
M_pi_e	Alcaligenaceae_sp_DTU-UNIPD943	11	0.9636363636363636
M_pi_e	Aminobacterium_colombiense_DTU-UNIPD933	4	0.7675000000000001
M_pi_e	Azonexus_sp_DTU-UNIPD953	14	0.9671428571428571
M_pi_e	Bacillales_sp_DTU-UNIPD969	22	0.845909090909091
M_pi_e	Bacillus_sp_DTU-UNIPD918	33	0.8969696969696969
M_pi_e	Bacillus_sp_DTU-UNIPD958	21	0.6738095238095239
M_pi_e	Bacteroidales_sp_DTU-UNIPD922	34	0.5679411764705882
M_pi_e	Bacteroidales_sp_DTU-UNIPD936	3	0.6699999999999999
M_pi_e	Burkholderiales_sp_DTU-UNIPD944	21	0.8953968253968254
M_pi_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	14	0.7514285714285714
M_pi_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	22	0.6342424242424243
M_pi_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	22	0.8059090909090909
M_pi_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	28	0.6446428571428573
M_pi_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	25	0.6863272727272727
M_pi_e	Cloacibacillus_sp_DTU-UNIPD942	35	0.7254285714285716
M_pi_e	Clostridia_sp_DTU-UNIPD924	31	0.8306451612903227
M_pi_e	Clostridia_sp_DTU-UNIPD946	36	0.7516666666666666
M_pi_e	Clostridia_sp_DTU-UNIPD948	12	0.8008333333333333
M_pi_e	Clostridia_sp_DTU-UNIPD951	22	0.7521212121212121
M_pi_e	Clostridia_sp_DTU-UNIPD961	28	0.5992857142857144
M_pi_e	Clostridia_sp_DTU-UNIPD964	33	0.6612121212121211
M_pi_e	Clostridiales_sp_DTU-UNIPD939	22	0.6172727272727273
M_pi_e	Clostridiales_sp_DTU-UNIPD956	29	0.833793103448276
M_pi_e	Fermentimonas_massiliensis_DTU-UNIPD960	23	0.9782608695652174
M_pi_e	Firmicutes_sp_DTU-UNIPD921	36	0.8013888888888889
M_pi_e	Firmicutes_sp_DTU-UNIPD923	8	0.8150000000000001
M_pi_e	Firmicutes_sp_DTU-UNIPD930	36	0.909722222222222
M_pi_e	Firmicutes_sp_DTU-UNIPD938	8	0.42000000000000004
M_pi_e	Firmicutes_sp_DTU-UNIPD940	16	0.803125
M_pi_e	Firmicutes_sp_DTU-UNIPD945	31	0.8009677419354838
M_pi_e	Firmicutes_sp_DTU-UNIPD954	24	0.69125
M_pi_e	Firmicutes_sp_DTU-UNIPD959	19	0.7194736842105264
M_pi_e	Firmicutes_sp_DTU-UNIPD966	4	0.535
M_pi_e	Firmicutes_sp_DTU-UNIPD974	15	0.7686666666666666
M_pi_e	Ilumatobacter_sp_DTU-UNIPD920	6	0.6616666666666667
M_pi_e	Limnochordia_sp_DTU-UNIPD962	19	0.7242105263157894
M_pi_e	Limnochordia_sp_DTU-UNIPD975	7	0.34285714285714286
M_pi_e	Methanoculleus_thermophilus_DTU-UNIPD927	34	0.8415686274509805
M_pi_e	Methanothermobacter_wolfeii_DTU-UNIPD957	29	0.9044827586206897
M_pi_e	Petrimonas_sp_DTU-UNIPD925	34	0.9779411764705882
M_pi_e	Pseudorhodobacter_sp_DTU-UNIPD967	15	0.9666666666666667
M_pi_e	Rikenellaceae_sp_DTU-UNIPD929	15	0.7415555555555554
M_pi_e	Ruminococcaceae_sp_DTU-UNIPD949	25	0.814
M_pi_e	Sphaerochaeta_sp_DTU-UNIPD963	2	1.0
M_pi_e	Synergistetes_sp_DTU-UNIPD919	6	0.945
M_pi_e	Syntrophothermus_sp_DTU-UNIPD934	8	0.69125
M_pi_e	Tepidanaerobacter_sp_DTU-UNIPD928	36	0.843425925925926
M_pi_e	bin_8_metaspades	28	0.8146088435374149
M_pnto__R_e	Actinobacteria_sp_DTU-UNIPD965	14	0.9299999999999999
M_pnto__R_e	Aminobacterium_colombiense_DTU-UNIPD933	11	1.0
M_pnto__R_e	Bacillales_sp_DTU-UNIPD969	15	0.9339999999999999
M_pnto__R_e	Bacillus_sp_DTU-UNIPD918	17	0.8558823529411764
M_pnto__R_e	Bacillus_sp_DTU-UNIPD958	20	0.7084999999999999
M_pnto__R_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	13	0.9246153846153846
M_pnto__R_e	Cloacibacillus_sp_DTU-UNIPD942	17	0.8841176470588235
M_pnto__R_e	Clostridia_sp_DTU-UNIPD964	3	0.71
M_pnto__R_e	Methanoculleus_thermophilus_DTU-UNIPD927	14	0.8664285714285713
M_pnto__R_e	Synergistetes_sp_DTU-UNIPD919	14	0.9328571428571429
M_ppal_e	Clostridia_sp_DTU-UNIPD924	1	0.3333333333333333
M_ppal_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.3333333333333333
M_ppal_e	Limnochordia_sp_DTU-UNIPD975	2	0.03
M_pro__L_e	Bacillus_sp_DTU-UNIPD918	20	0.7304999999999999
M_pro__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	22	0.5263636363636363
M_pro__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	23	0.5982608695652174
M_pro__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	30	0.4767777777777778
M_pro__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	21	0.6682539682539682
M_pro__L_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	19	0.6605263157894737
M_pro__L_e	Cloacibacillus_sp_DTU-UNIPD942	32	0.4165625
M_pro__L_e	Clostridia_sp_DTU-UNIPD946	31	0.4048387096774194
M_pro__L_e	Clostridia_sp_DTU-UNIPD951	22	0.6163636363636363
M_pro__L_e	Clostridia_sp_DTU-UNIPD961	32	0.4096874999999999
M_pro__L_e	Clostridia_sp_DTU-UNIPD964	28	0.4328571428571428
M_pro__L_e	Clostridiales_sp_DTU-UNIPD956	20	0.6468333333333333
M_pro__L_e	Firmicutes_sp_DTU-UNIPD921	28	0.5467857142857142
M_pro__L_e	Firmicutes_sp_DTU-UNIPD923	6	0.48499999999999993
M_pro__L_e	Firmicutes_sp_DTU-UNIPD938	20	0.4709999999999999
M_pro__L_e	Firmicutes_sp_DTU-UNIPD940	22	0.6665151515151515
M_pro__L_e	Firmicutes_sp_DTU-UNIPD954	26	0.48499999999999993
M_pro__L_e	Firmicutes_sp_DTU-UNIPD959	32	0.45354166666666657
M_pro__L_e	Firmicutes_sp_DTU-UNIPD966	16	0.6399999999999999
M_pro__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	26	0.4834615384615385
M_pro__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	28	0.4757142857142857
M_pro__L_e	Ruminococcaceae_sp_DTU-UNIPD949	27	0.5077777777777777
M_pro__L_e	Ruminococcaceae_sp_DTU-UNIPD968	29	0.3768965517241379
M_pro__L_e	Synergistetes_sp_DTU-UNIPD919	13	0.9615384615384616
M_pro__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	19	0.6405263157894735
M_pser__L_e	Aminobacterium_colombiense_DTU-UNIPD933	3	0.75
M_pser__L_e	Cloacibacillus_sp_DTU-UNIPD942	3	0.9899999999999999
M_pser__L_e	Clostridiales_sp_DTU-UNIPD939	3	0.9233333333333333
M_pser__L_e	Firmicutes_sp_DTU-UNIPD959	3	0.9966666666666667
M_pser__L_e	Rikenellaceae_sp_DTU-UNIPD929	2	0.13
M_pser__L_e	Sphaerochaeta_sp_DTU-UNIPD955	1	0.3333333333333333
M_pser__L_e	Sphaerochaeta_sp_DTU-UNIPD963	3	1.0
M_pser__L_e	Syntrophomonas_sp_DTU-UNIPD935	3	0.6699999999999999
M_pser__L_e	bin_8_metaspades	2	0.515
M_ptrc_e	Acetomicrobium_sp_DTU-UNIPD972	4	0.07500000000000001
M_ptrc_e	Aminobacterium_colombiense_DTU-UNIPD933	1	1.0
M_ptrc_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	3	0.4766666666666666
M_ptrc_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.01
M_ptrc_e	Cloacibacillus_sp_DTU-UNIPD942	7	0.86
M_ptrc_e	Clostridia_sp_DTU-UNIPD924	6	0.23
M_ptrc_e	Clostridia_sp_DTU-UNIPD964	4	0.024999999999999998
M_ptrc_e	Clostridiales_sp_DTU-UNIPD926	2	0.515
M_ptrc_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_ptrc_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_ptrc_e	Firmicutes_sp_DTU-UNIPD921	1	0.03
M_ptrc_e	Firmicutes_sp_DTU-UNIPD930	3	0.4166666666666667
M_ptrc_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	0.04
M_ptrc_e	Syntrophomonas_sp_DTU-UNIPD935	4	0.27
M_pydxn_e	Aeromicrobium_sp_DTU-UNIPD973	1	1.0
M_pyr_e	Acholeplasmatales_sp_DTU-UNIPD950	5	0.072
M_pyr_e	Bacillus_sp_DTU-UNIPD918	2	0.03
M_pyr_e	Bacteroidales_sp_DTU-UNIPD922	8	0.10750000000000001
M_pyr_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	4	0.07
M_pyr_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.10666666666666667
M_pyr_e	Cloacibacillus_sp_DTU-UNIPD942	4	0.0175
M_pyr_e	Clostridia_sp_DTU-UNIPD924	2	0.1
M_pyr_e	Clostridiales_sp_DTU-UNIPD956	2	0.055
M_pyr_e	Firmicutes_sp_DTU-UNIPD974	3	0.17333333333333334
M_quin_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	1.0
M_quin_e	Firmicutes_sp_DTU-UNIPD938	1	1.0
M_quin_e	Syntrophomonas_sp_DTU-UNIPD935	1	1.0
M_rib__D_e	Actinobacteria_sp_DTU-UNIPD965	19	0.6805263157894736
M_rib__D_e	Alcaligenaceae_sp_DTU-UNIPD943	13	0.9743589743589743
M_rib__D_e	Azonexus_sp_DTU-UNIPD953	16	0.8908333333333334
M_rib__D_e	Bacillus_sp_DTU-UNIPD918	17	0.8633333333333333
M_rib__D_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	16	0.763125
M_rib__D_e	Cloacibacillus_sp_DTU-UNIPD942	18	0.48499999999999993
M_rib__D_e	Clostridia_sp_DTU-UNIPD951	20	0.6764999999999999
M_rib__D_e	Clostridiales_sp_DTU-UNIPD926	9	0.6714814814814815
M_rib__D_e	Clostridiales_sp_DTU-UNIPD939	4	0.2575
M_rib__D_e	Clostridiales_sp_DTU-UNIPD956	17	0.8543137254901961
M_rib__D_e	Clostridiales_sp_DTU-UNIPD971	16	0.62125
M_rib__D_e	Firmicutes_sp_DTU-UNIPD921	8	0.8333333333333333
M_rib__D_e	Firmicutes_sp_DTU-UNIPD923	8	0.7725
M_rib__D_e	Firmicutes_sp_DTU-UNIPD938	18	0.38944444444444437
M_rib__D_e	Firmicutes_sp_DTU-UNIPD940	6	0.5383333333333333
M_rib__D_e	Firmicutes_sp_DTU-UNIPD945	7	0.9357142857142857
M_rib__D_e	Firmicutes_sp_DTU-UNIPD966	7	0.6014285714285714
M_rib__D_e	Firmicutes_sp_DTU-UNIPD974	13	0.7471794871794871
M_rib__D_e	Ilumatobacter_sp_DTU-UNIPD920	13	0.8253846153846154
M_rib__D_e	Limnochordia_sp_DTU-UNIPD962	11	0.7981818181818181
M_rib__D_e	Limnochordia_sp_DTU-UNIPD975	17	0.6394117647058825
M_rib__D_e	Petrimonas_sp_DTU-UNIPD925	14	0.9285714285714286
M_rib__D_e	Pseudorhodobacter_sp_DTU-UNIPD967	9	1.0
M_rib__D_e	Ruminococcaceae_sp_DTU-UNIPD949	14	0.7578571428571428
M_rib__D_e	Sphaerochaeta_sp_DTU-UNIPD955	11	0.9696969696969698
M_rib__D_e	Sphaerochaeta_sp_DTU-UNIPD963	15	0.7871111111111111
M_rib__D_e	Synergistetes_sp_DTU-UNIPD919	11	0.7109090909090909
M_rnam_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_rnam_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	1.0
M_rnam_e	Petrimonas_sp_DTU-UNIPD925	1	1.0
M_ser__D_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.05
M_ser__D_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.2833333333333333
M_ser__D_e	Clostridia_sp_DTU-UNIPD948	2	1.0
M_ser__D_e	Clostridiales_sp_DTU-UNIPD956	2	0.015
M_ser__D_e	Firmicutes_sp_DTU-UNIPD938	4	0.08750000000000001
M_ser__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	8	0.2729166666666667
M_ser__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.585
M_ser__L_e	Sphaerochaeta_sp_DTU-UNIPD955	1	1.0
M_skm_e	Acidaminococcales_sp_DTU-UNIPD952	5	0.8240000000000001
M_skm_e	Catabacter_sp_DTU-UNIPD932	5	0.8666666666666668
M_skm_e	Firmicutes_sp_DTU-UNIPD954	4	1.0
M_skm_e	Firmicutes_sp_DTU-UNIPD959	5	0.8039999999999999
M_skm_e	Sphaerochaeta_sp_DTU-UNIPD955	5	0.9333333333333332
M_so3_e	Firmicutes_sp_DTU-UNIPD945	2	0.265
M_so3_e	Methanothermobacter_wolfeii_DTU-UNIPD957	12	0.2708333333333333
M_so3_e	Rikenellaceae_sp_DTU-UNIPD929	4	0.0625
M_succ_e	Acetomicrobium_sp_DTU-UNIPD972	1	0.04
M_succ_e	Actinobacteria_sp_DTU-UNIPD965	1	0.02
M_succ_e	Aminobacterium_colombiense_DTU-UNIPD933	1	0.5
M_succ_e	Bacillus_sp_DTU-UNIPD918	1	1.0
M_succ_e	Bacillus_sp_DTU-UNIPD958	2	0.505
M_succ_e	Burkholderiales_sp_DTU-UNIPD944	1	1.0
M_succ_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	4	0.1575
M_succ_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.34
M_succ_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	4	0.2625
M_succ_e	Catabacter_sp_DTU-UNIPD932	2	0.505
M_succ_e	Clostridia_sp_DTU-UNIPD948	1	0.01
M_succ_e	Clostridia_sp_DTU-UNIPD951	3	0.36000000000000004
M_succ_e	Clostridia_sp_DTU-UNIPD961	4	0.2425
M_succ_e	Clostridia_sp_DTU-UNIPD964	1	1.0
M_succ_e	Clostridiales_sp_DTU-UNIPD939	2	0.505
M_succ_e	Clostridiales_sp_DTU-UNIPD971	2	0.41000000000000003
M_succ_e	Firmicutes_sp_DTU-UNIPD923	1	0.03
M_succ_e	Firmicutes_sp_DTU-UNIPD930	2	0.51
M_succ_e	Firmicutes_sp_DTU-UNIPD938	6	0.18833333333333335
M_succ_e	Firmicutes_sp_DTU-UNIPD954	1	0.58
M_succ_e	Firmicutes_sp_DTU-UNIPD959	2	0.515
M_succ_e	Firmicutes_sp_DTU-UNIPD966	2	0.28
M_succ_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.034999999999999996
M_succ_e	Methanothermobacter_wolfeii_DTU-UNIPD957	3	0.36000000000000004
M_succ_e	Pseudorhodobacter_sp_DTU-UNIPD967	4	0.5108333333333334
M_succ_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.16
M_succ_e	Ruminococcaceae_sp_DTU-UNIPD968	2	0.51
M_succ_e	Sphaerochaeta_sp_DTU-UNIPD963	2	0.505
M_succ_e	Synergistetes_sp_DTU-UNIPD919	3	0.3866666666666667
M_succ_e	bin_8_metaspades	2	0.515
M_thr__L_e	Bacillus_sp_DTU-UNIPD918	20	0.5806666666666668
M_thr__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	24	0.4268055555555555
M_thr__L_e	Clostridia_sp_DTU-UNIPD924	23	0.5520289855072464
M_thr__L_e	Clostridia_sp_DTU-UNIPD964	31	0.35129032258064513
M_thr__L_e	Clostridiales_sp_DTU-UNIPD956	21	0.515079365079365
M_thr__L_e	Firmicutes_sp_DTU-UNIPD938	24	0.35458333333333325
M_thr__L_e	Ruminococcaceae_sp_DTU-UNIPD949	26	0.4473076923076922
M_thym_e	Bacillus_sp_DTU-UNIPD918	2	0.6666666666666666
M_thym_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	5	0.37066666666666664
M_thym_e	Catabacter_sp_DTU-UNIPD932	1	0.13
M_thym_e	Clostridia_sp_DTU-UNIPD924	2	0.625
M_thym_e	Clostridia_sp_DTU-UNIPD946	3	0.3433333333333333
M_thym_e	Firmicutes_sp_DTU-UNIPD938	8	0.18166666666666667
M_thym_e	Limnochordia_sp_DTU-UNIPD975	4	0.27
M_thym_e	Synergistetes_sp_DTU-UNIPD919	1	1.0
M_thym_e	Tepidanaerobacter_sp_DTU-UNIPD928	3	0.38666666666666666
M_thym_e	bin_8_metaspades	4	0.38
M_thymd_e	Bacteroidales_sp_DTU-UNIPD922	3	0.34
M_thymd_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_tol_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.295
M_tol_e	Clostridia_sp_DTU-UNIPD924	2	0.55
M_trp__L_e	Bacillus_sp_DTU-UNIPD918	11	1.0
M_trp__L_e	Clostridia_sp_DTU-UNIPD961	5	0.9099999999999999
M_trp__L_e	Limnochordia_sp_DTU-UNIPD975	4	1.0
M_trp__L_e	Synergistetes_sp_DTU-UNIPD919	2	1.0
M_trp__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	7	0.89
M_tsul_e	Firmicutes_sp_DTU-UNIPD945	3	0.9333333333333332
M_tyr__L_e	Actinobacteria_sp_DTU-UNIPD965	6	1.0
M_tyr__L_e	Bacillus_sp_DTU-UNIPD918	7	1.0
M_tyr__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	7	1.0
M_tyr__L_e	Clostridia_sp_DTU-UNIPD961	3	0.9
M_tyr__L_e	Clostridiales_sp_DTU-UNIPD939	3	1.0
M_tyr__L_e	Firmicutes_sp_DTU-UNIPD959	4	1.0
M_tyr__L_e	Firmicutes_sp_DTU-UNIPD966	1	1.0
M_uaagmda_e	Acetomicrobium_sp_DTU-UNIPD972	4	0.7525
M_uaagmda_e	Acholeplasmatales_sp_DTU-UNIPD950	7	0.3771428571428571
M_uaagmda_e	Acidaminococcales_sp_DTU-UNIPD952	3	0.049999999999999996
M_uaagmda_e	Aeromicrobium_sp_DTU-UNIPD973	2	1.0
M_uaagmda_e	Alcaligenaceae_sp_DTU-UNIPD943	2	0.75
M_uaagmda_e	Aminobacterium_colombiense_DTU-UNIPD933	5	0.6906666666666668
M_uaagmda_e	Azonexus_sp_DTU-UNIPD953	2	0.515
M_uaagmda_e	Bacillus_sp_DTU-UNIPD918	5	0.7533333333333333
M_uaagmda_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.2733333333333334
M_uaagmda_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	5	0.4713333333333334
M_uaagmda_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	7	0.4228571428571429
M_uaagmda_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	4	0.3490909090909091
M_uaagmda_e	Cloacibacillus_sp_DTU-UNIPD942	10	0.29900000000000004
M_uaagmda_e	Clostridia_sp_DTU-UNIPD924	7	0.63
M_uaagmda_e	Clostridia_sp_DTU-UNIPD946	9	0.3622222222222222
M_uaagmda_e	Clostridia_sp_DTU-UNIPD948	5	0.8320000000000001
M_uaagmda_e	Clostridia_sp_DTU-UNIPD951	9	0.4755555555555555
M_uaagmda_e	Clostridia_sp_DTU-UNIPD961	11	0.36666666666666664
M_uaagmda_e	Clostridia_sp_DTU-UNIPD964	6	0.46833333333333327
M_uaagmda_e	Clostridiales_sp_DTU-UNIPD926	1	1.0
M_uaagmda_e	Clostridiales_sp_DTU-UNIPD939	3	0.09333333333333334
M_uaagmda_e	Clostridiales_sp_DTU-UNIPD956	5	0.5333333333333333
M_uaagmda_e	Clostridiales_sp_DTU-UNIPD971	13	0.7353846153846154
M_uaagmda_e	Fermentimonas_massiliensis_DTU-UNIPD960	5	1.0
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD921	8	0.3079166666666666
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD930	8	0.5449999999999999
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD938	12	0.8366666666666668
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD940	2	0.09999999999999999
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD945	7	0.36523809523809525
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD954	7	0.3728571428571429
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD959	17	0.7937254901960785
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD966	12	0.835
M_uaagmda_e	Firmicutes_sp_DTU-UNIPD974	3	0.7266666666666666
M_uaagmda_e	Ilumatobacter_sp_DTU-UNIPD920	5	0.682
M_uaagmda_e	Limnochordia_sp_DTU-UNIPD962	6	0.31000000000000005
M_uaagmda_e	Limnochordia_sp_DTU-UNIPD975	13	0.266923076923077
M_uaagmda_e	Petrimonas_sp_DTU-UNIPD925	4	0.6875
M_uaagmda_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.15333333333333335
M_uaagmda_e	Sphaerochaeta_sp_DTU-UNIPD963	3	0.8333333333333334
M_uaagmda_e	Syntrophomonas_sp_DTU-UNIPD935	4	0.59
M_uaagmda_e	Syntrophothermus_sp_DTU-UNIPD934	3	0.6
M_uaagmda_e	bin_8_metaspades	9	0.49492063492063487
M_udcpdp_e	Bacillus_sp_DTU-UNIPD918	8	0.5766666666666667
M_udcpdp_e	Bacillus_sp_DTU-UNIPD958	4	0.02
M_udcpdp_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	7	0.13714285714285715
M_udcpdp_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	12	0.40666666666666673
M_udcpdp_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	11	0.5399999999999999
M_udcpdp_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	9	0.5428282828282829
M_udcpdp_e	Catabacter_sp_DTU-UNIPD932	9	0.8888888888888888
M_udcpdp_e	Clostridiales_sp_DTU-UNIPD926	9	0.44999999999999996
M_udcpdp_e	Clostridiales_sp_DTU-UNIPD939	5	0.14
M_udcpdp_e	Clostridiales_sp_DTU-UNIPD956	8	0.6025
M_udcpdp_e	Firmicutes_sp_DTU-UNIPD923	2	0.245
M_udcpdp_e	Firmicutes_sp_DTU-UNIPD940	10	0.155
M_udcpdp_e	Firmicutes_sp_DTU-UNIPD945	13	0.29794871794871797
M_udcpdp_e	Firmicutes_sp_DTU-UNIPD954	12	0.4108333333333334
M_udcpdp_e	Firmicutes_sp_DTU-UNIPD974	4	0.39
M_udcpdp_e	Ruminococcaceae_sp_DTU-UNIPD949	9	0.3755555555555556
M_udcpdp_e	Ruminococcaceae_sp_DTU-UNIPD968	5	0.8019999999999999
M_udcpdp_e	Tepidanaerobacter_sp_DTU-UNIPD928	4	0.0175
M_udcpp_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.02
M_udcpp_e	Clostridiales_sp_DTU-UNIPD956	1	0.6666666666666666
M_udcpp_e	Firmicutes_sp_DTU-UNIPD954	1	0.67
M_udcpp_e	Limnochordia_sp_DTU-UNIPD962	1	0.01
M_udcpp_e	Syntrophothermus_sp_DTU-UNIPD934	1	0.05
M_ura_e	Bacillales_sp_DTU-UNIPD969	12	0.43999999999999995
M_ura_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	11	0.6627272727272726
M_ura_e	Cloacibacillus_sp_DTU-UNIPD942	21	0.3728571428571428
M_ura_e	Clostridia_sp_DTU-UNIPD948	8	0.66125
M_ura_e	Clostridiales_sp_DTU-UNIPD956	9	0.57
M_ura_e	Fermentimonas_massiliensis_DTU-UNIPD960	8	0.7708333333333334
M_ura_e	Firmicutes_sp_DTU-UNIPD923	4	0.365
M_ura_e	Firmicutes_sp_DTU-UNIPD954	8	0.70375
M_ura_e	Firmicutes_sp_DTU-UNIPD966	13	0.546923076923077
M_ura_e	Firmicutes_sp_DTU-UNIPD974	4	1.0
M_ura_e	Limnochordia_sp_DTU-UNIPD975	14	0.3357142857142857
M_ura_e	Petrimonas_sp_DTU-UNIPD925	10	0.8
M_ura_e	Ruminococcaceae_sp_DTU-UNIPD968	14	0.45785714285714274
M_ura_e	Synergistetes_sp_DTU-UNIPD919	6	0.888888888888889
M_ura_e	Tepidanaerobacter_sp_DTU-UNIPD928	10	0.607
M_urea_e	Bacillus_sp_DTU-UNIPD958	1	0.06
M_urea_e	Firmicutes_sp_DTU-UNIPD921	1	0.03
M_urea_e	Firmicutes_sp_DTU-UNIPD940	2	0.095
M_urea_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	0.14
M_urea_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.02
M_uri_e	Bacteroidales_sp_DTU-UNIPD922	3	0.36000000000000004
M_uri_e	Burkholderiales_sp_DTU-UNIPD944	1	1.0
M_uri_e	Clostridia_sp_DTU-UNIPD946	1	0.37
M_uri_e	Clostridia_sp_DTU-UNIPD951	1	0.02
M_uri_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	1.0
M_val__L_e	Alcaligenaceae_sp_DTU-UNIPD943	20	0.9041666666666666
M_val__L_e	Aminobacterium_colombiense_DTU-UNIPD933	3	1.0
M_val__L_e	Bacillus_sp_DTU-UNIPD918	26	0.7530769230769232
M_val__L_e	Bacillus_sp_DTU-UNIPD958	27	0.6088888888888888
M_val__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	26	0.6797435897435897
M_val__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	27	0.7744444444444446
M_val__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	25	0.6888
M_val__L_e	Catabacter_sp_DTU-UNIPD932	16	0.940625
M_val__L_e	Cloacibacillus_sp_DTU-UNIPD942	31	0.6190322580645161
M_val__L_e	Clostridia_sp_DTU-UNIPD924	27	0.7779012345679012
M_val__L_e	Clostridia_sp_DTU-UNIPD946	26	0.6811538461538462
M_val__L_e	Clostridia_sp_DTU-UNIPD948	21	0.8690476190476191
M_val__L_e	Clostridia_sp_DTU-UNIPD951	26	0.6657692307692307
M_val__L_e	Clostridia_sp_DTU-UNIPD964	31	0.6106451612903224
M_val__L_e	Clostridia_sp_DTU-UNIPD970	23	0.7130434782608696
M_val__L_e	Clostridiales_sp_DTU-UNIPD939	19	0.7247368421052632
M_val__L_e	Firmicutes_sp_DTU-UNIPD921	29	0.600919540229885
M_val__L_e	Firmicutes_sp_DTU-UNIPD930	29	0.6389655172413794
M_val__L_e	Firmicutes_sp_DTU-UNIPD938	6	0.8366666666666666
M_val__L_e	Firmicutes_sp_DTU-UNIPD940	25	0.6958666666666667
M_val__L_e	Firmicutes_sp_DTU-UNIPD954	22	0.6940909090909091
M_val__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	21	0.86
M_val__L_e	Ruminococcaceae_sp_DTU-UNIPD949	26	0.5746153846153846
M_val__L_e	Ruminococcaceae_sp_DTU-UNIPD968	28	0.5942857142857142
M_val__L_e	Sphaerochaeta_sp_DTU-UNIPD963	24	0.8495833333333334
M_val__L_e	Synergistetes_sp_DTU-UNIPD919	20	0.8546666666666667
M_val__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	21	0.8823809523809525
