compound	receiver	receives from	average probability to receive
M_fol_e	Aeromicrobium_sp_DTU-UNIPD973	2	0.01
M_fol_e	Alcaligenaceae_sp_DTU-UNIPD943	2	0.065
M_fol_e	Bacteroidales_sp_DTU-UNIPD936	3	0.043333333333333335
M_fol_e	Burkholderiales_sp_DTU-UNIPD944	3	0.01
M_fol_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	5	1.0
M_fol_e	Catabacter_sp_DTU-UNIPD932	8	1.0
M_fol_e	Clostridia_sp_DTU-UNIPD951	6	1.0
M_fol_e	Clostridiales_sp_DTU-UNIPD926	5	1.0
M_fol_e	Clostridiales_sp_DTU-UNIPD939	1	0.05
M_fol_e	Firmicutes_sp_DTU-UNIPD940	1	0.04
M_fol_e	Firmicutes_sp_DTU-UNIPD954	7	0.8128571428571428
M_fol_e	Firmicutes_sp_DTU-UNIPD966	4	0.7525
M_fol_e	Firmicutes_sp_DTU-UNIPD974	4	0.92
M_fol_e	Methanoculleus_thermophilus_DTU-UNIPD927	6	0.88
M_fol_e	Methanothermobacter_wolfeii_DTU-UNIPD957	6	0.9166666666666666
M_fol_e	Rikenellaceae_sp_DTU-UNIPD929	5	0.9099999999999999
M_fol_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.07
M_fol_e	bin_8_metaspades	1	0.01
M_for_e	Alcaligenaceae_sp_DTU-UNIPD943	1	0.01
M_for_e	Aminobacterium_colombiense_DTU-UNIPD933	2	0.10500000000000001
M_for_e	Azonexus_sp_DTU-UNIPD953	2	0.01
M_for_e	Bacillus_sp_DTU-UNIPD918	2	0.015
M_for_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.03
M_for_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.19000000000000003
M_for_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.05
M_for_e	Catabacter_sp_DTU-UNIPD932	1	0.03
M_for_e	Clostridia_sp_DTU-UNIPD924	2	0.55
M_for_e	Fermentimonas_massiliensis_DTU-UNIPD960	3	0.07
M_for_e	Firmicutes_sp_DTU-UNIPD923	6	0.59
M_for_e	Firmicutes_sp_DTU-UNIPD954	2	0.12000000000000001
M_for_e	Firmicutes_sp_DTU-UNIPD959	2	0.045
M_for_e	Firmicutes_sp_DTU-UNIPD966	2	0.22499999999999998
M_for_e	Firmicutes_sp_DTU-UNIPD974	1	0.06
M_for_e	Methanoculleus_thermophilus_DTU-UNIPD927	3	0.5033333333333333
M_for_e	Sphaerochaeta_sp_DTU-UNIPD955	5	0.038
M_for_e	Syntrophothermus_sp_DTU-UNIPD934	5	0.4720000000000001
M_fru_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.04
M_fru_e	Clostridiales_sp_DTU-UNIPD939	1	1.0
M_fum_e	Acetomicrobium_sp_DTU-UNIPD972	7	0.3261904761904762
M_fum_e	Bacillus_sp_DTU-UNIPD918	4	0.02
M_fum_e	Bacillus_sp_DTU-UNIPD958	4	0.0975
M_fum_e	Burkholderiales_sp_DTU-UNIPD944	8	0.028750000000000005
M_fum_e	Clostridia_sp_DTU-UNIPD961	1	0.04
M_fum_e	Clostridia_sp_DTU-UNIPD964	3	0.3633333333333333
M_fum_e	Clostridiales_sp_DTU-UNIPD926	7	0.8242857142857142
M_fum_e	Firmicutes_sp_DTU-UNIPD938	8	0.30874999999999997
M_fum_e	Firmicutes_sp_DTU-UNIPD959	2	0.02
M_fum_e	Firmicutes_sp_DTU-UNIPD966	1	0.01
M_fum_e	Limnochordia_sp_DTU-UNIPD962	9	0.5618518518518518
M_fum_e	Limnochordia_sp_DTU-UNIPD975	12	1.0
M_fum_e	Synergistetes_sp_DTU-UNIPD919	2	0.030000000000000002
M_g3pe_e	Aeromicrobium_sp_DTU-UNIPD973	6	0.5666666666666665
M_g3pe_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	6	0.49499999999999994
M_g3pe_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	10	0.6719999999999999
M_g3pe_e	Ruminococcaceae_sp_DTU-UNIPD968	8	0.8745833333333333
M_g3pe_e	Sphaerochaeta_sp_DTU-UNIPD955	14	0.8192857142857143
M_g3pe_e	Sphaerochaeta_sp_DTU-UNIPD963	6	0.9016666666666667
M_g3pg_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	6	0.6766666666666667
M_g3pg_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	0.01
M_gal_e	Firmicutes_sp_DTU-UNIPD966	1	0.36
M_galman4_e	Clostridia_sp_DTU-UNIPD948	1	0.89
M_galman4_e	Firmicutes_sp_DTU-UNIPD945	1	0.71
M_galman4_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.47
M_galman4_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.5
M_galman4_e	bin_8_metaspades	1	0.69
M_galman6_e	Clostridia_sp_DTU-UNIPD948	1	0.11
M_galman6_e	Firmicutes_sp_DTU-UNIPD945	1	0.29
M_galman6_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.53
M_galman6_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.5
M_galman6_e	bin_8_metaspades	1	0.31
M_glc__D_e	Acetomicrobium_sp_DTU-UNIPD972	3	0.59
M_glc__D_e	Acholeplasmatales_sp_DTU-UNIPD950	7	0.7171428571428571
M_glc__D_e	Acidaminococcales_sp_DTU-UNIPD952	15	0.7742222222222223
M_glc__D_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.04
M_glc__D_e	Alcaligenaceae_sp_DTU-UNIPD943	1	0.07
M_glc__D_e	Aminobacterium_colombiense_DTU-UNIPD933	3	0.5
M_glc__D_e	Azonexus_sp_DTU-UNIPD953	1	0.55
M_glc__D_e	Bacillales_sp_DTU-UNIPD969	1	0.05
M_glc__D_e	Bacteroidales_sp_DTU-UNIPD922	4	0.815
M_glc__D_e	Bacteroidales_sp_DTU-UNIPD936	3	0.4033333333333333
M_glc__D_e	Burkholderiales_sp_DTU-UNIPD944	3	0.5722222222222223
M_glc__D_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	2	0.6
M_glc__D_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	0.01
M_glc__D_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.5
M_glc__D_e	Clostridia_sp_DTU-UNIPD924	1	1.0
M_glc__D_e	Clostridia_sp_DTU-UNIPD948	3	0.8366666666666666
M_glc__D_e	Clostridia_sp_DTU-UNIPD961	1	0.06
M_glc__D_e	Clostridia_sp_DTU-UNIPD964	5	0.5746666666666667
M_glc__D_e	Clostridiales_sp_DTU-UNIPD926	1	0.25
M_glc__D_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.01
M_glc__D_e	Firmicutes_sp_DTU-UNIPD923	1	0.51
M_glc__D_e	Firmicutes_sp_DTU-UNIPD930	1	0.65
M_glc__D_e	Firmicutes_sp_DTU-UNIPD938	2	0.49
M_glc__D_e	Firmicutes_sp_DTU-UNIPD945	13	1.0
M_glc__D_e	Firmicutes_sp_DTU-UNIPD954	2	1.0
M_glc__D_e	Firmicutes_sp_DTU-UNIPD959	1	0.15
M_glc__D_e	Firmicutes_sp_DTU-UNIPD974	1	0.02
M_glc__D_e	Limnochordia_sp_DTU-UNIPD962	3	0.48
M_glc__D_e	Rikenellaceae_sp_DTU-UNIPD929	7	0.9328571428571429
M_glc__D_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.42
M_glc__D_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.3333333333333333
M_glc__D_e	Sphaerochaeta_sp_DTU-UNIPD963	1	1.0
M_glc__D_e	Tepidanaerobacter_sp_DTU-UNIPD928	7	0.6914285714285714
M_glcman4_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	0.29
M_glcman6_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	0.71
M_glcman6_e	Sphaerochaeta_sp_DTU-UNIPD963	1	1.0
M_glcn_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.03666666666666667
M_glcn_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.045
M_glcn_e	Clostridia_sp_DTU-UNIPD964	2	0.75
M_glcn_e	Synergistetes_sp_DTU-UNIPD919	4	0.017499999999999998
M_glcn_e	bin_8_metaspades	3	0.05333333333333334
M_glcur_e	Bacillus_sp_DTU-UNIPD918	1	0.01
M_glcur_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.03
M_glcur_e	Cloacibacillus_sp_DTU-UNIPD942	3	0.7033333333333335
M_glcur_e	Clostridiales_sp_DTU-UNIPD956	3	0.016666666666666666
M_glcur_e	Tepidanaerobacter_sp_DTU-UNIPD928	14	0.6716666666666667
M_glu__L_e	Acetomicrobium_sp_DTU-UNIPD972	12	0.1486111111111111
M_glu__L_e	Acholeplasmatales_sp_DTU-UNIPD950	1	0.32
M_glu__L_e	Acidaminococcales_sp_DTU-UNIPD952	18	0.9814814814814815
M_glu__L_e	Actinobacteria_sp_DTU-UNIPD965	4	0.11333333333333333
M_glu__L_e	Aeromicrobium_sp_DTU-UNIPD973	3	0.14333333333333334
M_glu__L_e	Alcaligenaceae_sp_DTU-UNIPD943	10	0.119
M_glu__L_e	Aminobacterium_colombiense_DTU-UNIPD933	11	0.84
M_glu__L_e	Azonexus_sp_DTU-UNIPD953	8	0.1995833333333333
M_glu__L_e	Bacillus_sp_DTU-UNIPD918	1	0.01
M_glu__L_e	Bacteroidales_sp_DTU-UNIPD936	9	0.061111111111111116
M_glu__L_e	Burkholderiales_sp_DTU-UNIPD944	10	0.039
M_glu__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	15	0.822
M_glu__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	3	0.02
M_glu__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	2	0.025
M_glu__L_e	Catabacter_sp_DTU-UNIPD932	9	0.08333333333333334
M_glu__L_e	Cloacibacillus_sp_DTU-UNIPD942	1	1.0
M_glu__L_e	Clostridia_sp_DTU-UNIPD948	17	0.871764705882353
M_glu__L_e	Clostridia_sp_DTU-UNIPD951	3	0.04666666666666667
M_glu__L_e	Clostridia_sp_DTU-UNIPD964	15	0.92
M_glu__L_e	Clostridia_sp_DTU-UNIPD970	2	0.01
M_glu__L_e	Clostridiales_sp_DTU-UNIPD926	6	0.25833333333333336
M_glu__L_e	Clostridiales_sp_DTU-UNIPD956	3	0.043333333333333335
M_glu__L_e	Clostridiales_sp_DTU-UNIPD971	2	0.27
M_glu__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	3	0.03
M_glu__L_e	Firmicutes_sp_DTU-UNIPD921	2	0.035
M_glu__L_e	Firmicutes_sp_DTU-UNIPD923	6	0.22166666666666668
M_glu__L_e	Firmicutes_sp_DTU-UNIPD930	2	0.4
M_glu__L_e	Firmicutes_sp_DTU-UNIPD938	13	0.9984615384615385
M_glu__L_e	Firmicutes_sp_DTU-UNIPD940	3	0.02
M_glu__L_e	Firmicutes_sp_DTU-UNIPD945	18	0.8049999999999999
M_glu__L_e	Firmicutes_sp_DTU-UNIPD954	4	0.14
M_glu__L_e	Firmicutes_sp_DTU-UNIPD959	1	0.01
M_glu__L_e	Firmicutes_sp_DTU-UNIPD966	9	0.5122222222222222
M_glu__L_e	Firmicutes_sp_DTU-UNIPD974	3	0.016666666666666666
M_glu__L_e	Ilumatobacter_sp_DTU-UNIPD920	5	0.044
M_glu__L_e	Limnochordia_sp_DTU-UNIPD962	2	0.22666666666666666
M_glu__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	10	0.5189999999999999
M_glu__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	11	1.0
M_glu__L_e	Petrimonas_sp_DTU-UNIPD925	3	0.03666666666666667
M_glu__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	10	0.30099999999999993
M_glu__L_e	Rikenellaceae_sp_DTU-UNIPD929	14	0.07142857142857142
M_glu__L_e	Ruminococcaceae_sp_DTU-UNIPD949	6	0.26499999999999996
M_glu__L_e	Ruminococcaceae_sp_DTU-UNIPD968	17	0.9609803921568627
M_glu__L_e	Sphaerochaeta_sp_DTU-UNIPD955	4	0.02
M_glu__L_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.01
M_glu__L_e	Synergistetes_sp_DTU-UNIPD919	10	0.15533333333333335
M_glu__L_e	Syntrophomonas_sp_DTU-UNIPD935	10	0.8160000000000001
M_glu__L_e	Syntrophothermus_sp_DTU-UNIPD934	7	0.11571428571428573
M_glu__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	8	0.08916666666666667
M_glu__L_e	bin_8_metaspades	1	0.09
M_glucan4_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.2
M_glucan4_e	Clostridia_sp_DTU-UNIPD948	1	0.2
M_glucan4_e	Petrimonas_sp_DTU-UNIPD925	1	0.23
M_glucan6_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.8
M_glucan6_e	Clostridia_sp_DTU-UNIPD948	1	0.8
M_glucan6_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	1.0
M_glucan6_e	Petrimonas_sp_DTU-UNIPD925	1	0.77
M_gly_e	Alcaligenaceae_sp_DTU-UNIPD943	5	0.076
M_gly_e	Aminobacterium_colombiense_DTU-UNIPD933	7	0.14142857142857143
M_gly_e	Bacillus_sp_DTU-UNIPD958	1	0.5
M_gly_e	Bacteroidales_sp_DTU-UNIPD936	6	0.21833333333333335
M_gly_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	3	0.023333333333333334
M_gly_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	3	0.03333333333333333
M_gly_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.5
M_gly_e	Clostridiales_sp_DTU-UNIPD939	7	0.35393939393939394
M_gly_e	Firmicutes_sp_DTU-UNIPD938	1	0.05
M_gly_e	Firmicutes_sp_DTU-UNIPD945	4	0.0625
M_gly_e	Pseudorhodobacter_sp_DTU-UNIPD967	3	0.05000000000000001
M_gly_e	Synergistetes_sp_DTU-UNIPD919	8	0.12208333333333335
M_gly_e	Syntrophomonas_sp_DTU-UNIPD935	9	0.9344444444444444
M_glyald_e	Actinobacteria_sp_DTU-UNIPD965	2	0.10500000000000001
M_glyald_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	0.06
M_glyald_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.02
M_glyald_e	Syntrophomonas_sp_DTU-UNIPD935	5	1.0
M_glyb_e	Limnochordia_sp_DTU-UNIPD962	2	0.015
M_glyb_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.07
M_glyc3p_e	Acidaminococcales_sp_DTU-UNIPD952	2	1.0
M_glyc3p_e	Aeromicrobium_sp_DTU-UNIPD973	4	0.89
M_glyc3p_e	Alcaligenaceae_sp_DTU-UNIPD943	3	0.7233333333333333
M_glyc3p_e	Aminobacterium_colombiense_DTU-UNIPD933	1	1.0
M_glyc3p_e	Azonexus_sp_DTU-UNIPD953	4	0.615
M_glyc3p_e	Bacillus_sp_DTU-UNIPD958	2	0.4833333333333333
M_glyc3p_e	Burkholderiales_sp_DTU-UNIPD944	3	0.6233333333333333
M_glyc3p_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.33999999999999997
M_glyc3p_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	1	1.0
M_glyc3p_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.33666666666666667
M_glyc3p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	3	0.18333333333333335
M_glyc3p_e	Catabacter_sp_DTU-UNIPD932	3	0.45
M_glyc3p_e	Cloacibacillus_sp_DTU-UNIPD942	3	0.8466666666666667
M_glyc3p_e	Clostridia_sp_DTU-UNIPD948	4	0.5175000000000001
M_glyc3p_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_glyc3p_e	Clostridia_sp_DTU-UNIPD961	3	0.5433333333333333
M_glyc3p_e	Clostridia_sp_DTU-UNIPD964	1	1.0
M_glyc3p_e	Clostridia_sp_DTU-UNIPD970	4	1.0
M_glyc3p_e	Clostridiales_sp_DTU-UNIPD926	3	0.7000000000000001
M_glyc3p_e	Clostridiales_sp_DTU-UNIPD939	2	1.0
M_glyc3p_e	Clostridiales_sp_DTU-UNIPD956	2	0.62
M_glyc3p_e	Firmicutes_sp_DTU-UNIPD940	4	0.7575000000000001
M_glyc3p_e	Firmicutes_sp_DTU-UNIPD954	2	0.495
M_glyc3p_e	Ilumatobacter_sp_DTU-UNIPD920	3	0.22999999999999998
M_glyc3p_e	Limnochordia_sp_DTU-UNIPD962	2	0.7849999999999999
M_glyc3p_e	Limnochordia_sp_DTU-UNIPD975	2	0.7
M_glyc3p_e	Pseudorhodobacter_sp_DTU-UNIPD967	4	0.4375
M_glyc3p_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.175
M_glyc3p_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.03
M_glyc3p_e	Sphaerochaeta_sp_DTU-UNIPD955	5	0.692
M_glyc3p_e	Sphaerochaeta_sp_DTU-UNIPD963	2	0.62
M_glyc3p_e	Syntrophothermus_sp_DTU-UNIPD934	5	0.828
M_glyc3p_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.02
M_glyc_e	Actinobacteria_sp_DTU-UNIPD965	7	0.13047619047619047
M_glyc_e	Alcaligenaceae_sp_DTU-UNIPD943	12	0.04750000000000001
M_glyc_e	Aminobacterium_colombiense_DTU-UNIPD933	12	0.31
M_glyc_e	Bacillus_sp_DTU-UNIPD918	1	0.01
M_glyc_e	Bacillus_sp_DTU-UNIPD958	2	0.06999999999999999
M_glyc_e	Bacteroidales_sp_DTU-UNIPD936	14	0.13714285714285715
M_glyc_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	7	0.030000000000000002
M_glyc_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.03666666666666667
M_glyc_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.525
M_glyc_e	Clostridia_sp_DTU-UNIPD924	5	0.21400000000000002
M_glyc_e	Clostridia_sp_DTU-UNIPD948	10	0.030000000000000006
M_glyc_e	Clostridia_sp_DTU-UNIPD951	4	0.02
M_glyc_e	Clostridia_sp_DTU-UNIPD964	8	0.8958333333333333
M_glyc_e	Firmicutes_sp_DTU-UNIPD940	3	0.02666666666666667
M_glyc_e	Firmicutes_sp_DTU-UNIPD945	13	0.22384615384615386
M_glyc_e	Limnochordia_sp_DTU-UNIPD962	5	0.138
M_glyc_e	Pseudorhodobacter_sp_DTU-UNIPD967	18	0.3138888888888889
M_glyc_e	Synergistetes_sp_DTU-UNIPD919	3	0.08333333333333333
M_glyc_e	Syntrophothermus_sp_DTU-UNIPD934	13	0.5594871794871794
M_glyclt_e	Alcaligenaceae_sp_DTU-UNIPD943	2	0.02
M_glyclt_e	Bacillus_sp_DTU-UNIPD918	1	0.03
M_glyclt_e	Burkholderiales_sp_DTU-UNIPD944	2	0.01
M_glyclt_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.03
M_glyclt_e	Firmicutes_sp_DTU-UNIPD959	1	0.05
M_glyclt_e	Firmicutes_sp_DTU-UNIPD974	1	0.04
M_glyclt_e	Syntrophomonas_sp_DTU-UNIPD935	6	0.86
M_gthox_e	Burkholderiales_sp_DTU-UNIPD944	1	0.07
M_gthox_e	Catabacter_sp_DTU-UNIPD932	3	0.4466666666666667
M_gthox_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.05
M_gthox_e	Petrimonas_sp_DTU-UNIPD925	1	0.04
M_gthrd_e	Acetomicrobium_sp_DTU-UNIPD972	5	0.614
M_gthrd_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.5
M_gthrd_e	Burkholderiales_sp_DTU-UNIPD944	1	0.01
M_gthrd_e	Catabacter_sp_DTU-UNIPD932	7	0.33428571428571424
M_gthrd_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.02
M_gthrd_e	Clostridiales_sp_DTU-UNIPD926	8	0.72875
M_gthrd_e	Clostridiales_sp_DTU-UNIPD971	1	0.05
M_gthrd_e	Firmicutes_sp_DTU-UNIPD938	2	1.0
M_gthrd_e	Firmicutes_sp_DTU-UNIPD945	3	0.6733333333333333
M_gthrd_e	Firmicutes_sp_DTU-UNIPD974	6	0.66
M_gthrd_e	Limnochordia_sp_DTU-UNIPD962	1	0.32
M_gthrd_e	Petrimonas_sp_DTU-UNIPD925	2	0.034999999999999996
M_gthrd_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.04
M_gua_e	Acholeplasmatales_sp_DTU-UNIPD950	7	1.0
M_gua_e	Actinobacteria_sp_DTU-UNIPD965	1	0.25
M_gua_e	Azonexus_sp_DTU-UNIPD953	5	0.158
M_gua_e	Bacillales_sp_DTU-UNIPD969	3	0.17333333333333334
M_gua_e	Bacteroidales_sp_DTU-UNIPD922	1	0.5
M_gua_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.255
M_gua_e	Catabacter_sp_DTU-UNIPD932	1	0.03
M_gua_e	Clostridia_sp_DTU-UNIPD924	1	0.01
M_gua_e	Clostridia_sp_DTU-UNIPD946	1	0.01
M_gua_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_gua_e	Clostridia_sp_DTU-UNIPD964	1	0.5
M_gua_e	Clostridiales_sp_DTU-UNIPD939	1	0.02
M_gua_e	Clostridiales_sp_DTU-UNIPD956	1	0.22
M_gua_e	Firmicutes_sp_DTU-UNIPD940	1	0.01
M_gua_e	Firmicutes_sp_DTU-UNIPD959	7	1.0
M_gua_e	Limnochordia_sp_DTU-UNIPD962	1	0.01
M_gua_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.3666666666666667
M_gua_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.04
M_gua_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.01
M_gua_e	Syntrophomonas_sp_DTU-UNIPD935	2	0.01
M_gua_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.3333333333333333
M_h2_e	Actinobacteria_sp_DTU-UNIPD965	10	0.4130000000000001
M_h2_e	Azonexus_sp_DTU-UNIPD953	18	0.06833333333333334
M_h2_e	Bacillus_sp_DTU-UNIPD918	5	0.024
M_h2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	9	0.03222222222222222
M_h2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	10	0.073
M_h2_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.035
M_h2_e	Clostridia_sp_DTU-UNIPD924	4	0.135
M_h2_e	Clostridia_sp_DTU-UNIPD948	15	0.04533333333333334
M_h2_e	Clostridia_sp_DTU-UNIPD951	5	0.046
M_h2_e	Clostridia_sp_DTU-UNIPD964	1	0.02
M_h2_e	Clostridiales_sp_DTU-UNIPD956	2	0.035
M_h2_e	Fermentimonas_massiliensis_DTU-UNIPD960	6	0.03666666666666667
M_h2_e	Firmicutes_sp_DTU-UNIPD921	3	0.02333333333333333
M_h2_e	Firmicutes_sp_DTU-UNIPD940	8	0.06
M_h2_e	Firmicutes_sp_DTU-UNIPD945	16	0.630625
M_h2_e	Firmicutes_sp_DTU-UNIPD954	5	0.22400000000000003
M_h2_e	Firmicutes_sp_DTU-UNIPD959	3	0.17333333333333334
M_h2_e	Firmicutes_sp_DTU-UNIPD974	11	0.03181818181818182
M_h2_e	Limnochordia_sp_DTU-UNIPD962	7	0.12285714285714287
M_h2_e	Petrimonas_sp_DTU-UNIPD925	14	0.06142857142857143
M_h2_e	Rikenellaceae_sp_DTU-UNIPD929	20	0.16100000000000003
M_h2_e	Sphaerochaeta_sp_DTU-UNIPD955	20	0.08600000000000001
M_h2_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.01
M_h2_e	Syntrophothermus_sp_DTU-UNIPD934	12	0.21611111111111114
M_h2co3_e	Synergistetes_sp_DTU-UNIPD919	1	0.05
M_h2o2_e	Burkholderiales_sp_DTU-UNIPD944	2	0.01
M_h2o2_e	Catabacter_sp_DTU-UNIPD932	1	0.01
M_h2o2_e	Petrimonas_sp_DTU-UNIPD925	2	0.034999999999999996
M_h2o_e	Acetomicrobium_sp_DTU-UNIPD972	36	0.5737962962962961
M_h2o_e	Acholeplasmatales_sp_DTU-UNIPD950	3	0.21999999999999997
M_h2o_e	Acidaminococcales_sp_DTU-UNIPD952	40	0.5656666666666668
M_h2o_e	Actinobacteria_sp_DTU-UNIPD965	29	0.4518390804597701
M_h2o_e	Aeromicrobium_sp_DTU-UNIPD973	10	0.07
M_h2o_e	Alcaligenaceae_sp_DTU-UNIPD943	25	0.056800000000000024
M_h2o_e	Aminobacterium_colombiense_DTU-UNIPD933	24	0.2070833333333333
M_h2o_e	Azonexus_sp_DTU-UNIPD953	41	0.09219512195121951
M_h2o_e	Bacillales_sp_DTU-UNIPD969	9	0.19333333333333336
M_h2o_e	Bacillus_sp_DTU-UNIPD918	16	0.140625
M_h2o_e	Bacillus_sp_DTU-UNIPD958	4	0.135
M_h2o_e	Bacteroidales_sp_DTU-UNIPD922	1	0.34
M_h2o_e	Bacteroidales_sp_DTU-UNIPD936	33	0.21181818181818177
M_h2o_e	Burkholderiales_sp_DTU-UNIPD944	31	0.08118279569892473
M_h2o_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	19	0.15789473684210528
M_h2o_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	2	0.175
M_h2o_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	21	0.19380952380952374
M_h2o_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	9	0.15444444444444444
M_h2o_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.01
M_h2o_e	Catabacter_sp_DTU-UNIPD932	36	0.17138888888888887
M_h2o_e	Cloacibacillus_sp_DTU-UNIPD942	6	0.21944444444444444
M_h2o_e	Clostridia_sp_DTU-UNIPD924	10	0.154
M_h2o_e	Clostridia_sp_DTU-UNIPD946	2	0.16
M_h2o_e	Clostridia_sp_DTU-UNIPD948	29	0.11218787158145063
M_h2o_e	Clostridia_sp_DTU-UNIPD951	12	0.29416666666666663
M_h2o_e	Clostridia_sp_DTU-UNIPD961	8	0.38625000000000004
M_h2o_e	Clostridia_sp_DTU-UNIPD964	3	0.25666666666666665
M_h2o_e	Clostridia_sp_DTU-UNIPD970	4	0.2475
M_h2o_e	Clostridiales_sp_DTU-UNIPD926	16	0.369375
M_h2o_e	Clostridiales_sp_DTU-UNIPD939	6	0.37666666666666665
M_h2o_e	Clostridiales_sp_DTU-UNIPD956	24	0.13499999999999998
M_h2o_e	Clostridiales_sp_DTU-UNIPD971	22	0.42590909090909085
M_h2o_e	Fermentimonas_massiliensis_DTU-UNIPD960	12	0.11083333333333334
M_h2o_e	Firmicutes_sp_DTU-UNIPD921	13	0.1523076923076923
M_h2o_e	Firmicutes_sp_DTU-UNIPD923	34	0.6376470588235295
M_h2o_e	Firmicutes_sp_DTU-UNIPD930	3	0.13666666666666666
M_h2o_e	Firmicutes_sp_DTU-UNIPD938	14	0.5992857142857143
M_h2o_e	Firmicutes_sp_DTU-UNIPD940	24	0.21722222222222223
M_h2o_e	Firmicutes_sp_DTU-UNIPD945	46	0.7879710144927536
M_h2o_e	Firmicutes_sp_DTU-UNIPD954	13	0.30230769230769233
M_h2o_e	Firmicutes_sp_DTU-UNIPD959	13	0.26
M_h2o_e	Firmicutes_sp_DTU-UNIPD966	33	0.6348484848484848
M_h2o_e	Firmicutes_sp_DTU-UNIPD974	33	0.24666666666666662
