compound	receiver	receives from	average probability to receive
M_leu__L_e	Ruminococcaceae_sp_DTU-UNIPD949	6	0.3
M_leu__L_e	Ruminococcaceae_sp_DTU-UNIPD968	3	0.3744444444444444
M_leu__L_e	Sphaerochaeta_sp_DTU-UNIPD963	5	0.17200000000000001
M_leu__L_e	Synergistetes_sp_DTU-UNIPD919	9	0.1611111111111111
M_leu__L_e	Syntrophomonas_sp_DTU-UNIPD935	4	0.175
M_leu__L_e	Syntrophothermus_sp_DTU-UNIPD934	19	1.0
M_leu__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	8	0.13624999999999998
M_leu__L_e	bin_8_metaspades	20	1.0
M_lmn2_e	Firmicutes_sp_DTU-UNIPD938	1	1.0
M_lmn2_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.01
M_lmn2_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	1.0
M_lys__L_e	Acetomicrobium_sp_DTU-UNIPD972	6	0.13
M_lys__L_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.26
M_lys__L_e	Alcaligenaceae_sp_DTU-UNIPD943	7	0.2671428571428572
M_lys__L_e	Aminobacterium_colombiense_DTU-UNIPD933	4	0.0425
M_lys__L_e	Azonexus_sp_DTU-UNIPD953	8	0.2575
M_lys__L_e	Bacillales_sp_DTU-UNIPD969	9	0.4955555555555555
M_lys__L_e	Bacillus_sp_DTU-UNIPD918	1	0.01
M_lys__L_e	Bacillus_sp_DTU-UNIPD958	2	0.17666666666666667
M_lys__L_e	Bacteroidales_sp_DTU-UNIPD922	14	1.0
M_lys__L_e	Bacteroidales_sp_DTU-UNIPD936	9	0.13222222222222224
M_lys__L_e	Burkholderiales_sp_DTU-UNIPD944	6	0.07666666666666667
M_lys__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.05000000000000001
M_lys__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	13	1.0
M_lys__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.12
M_lys__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	14	1.0
M_lys__L_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	2	0.01
M_lys__L_e	Clostridia_sp_DTU-UNIPD924	4	0.0875
M_lys__L_e	Clostridia_sp_DTU-UNIPD946	2	0.17166666666666666
M_lys__L_e	Clostridia_sp_DTU-UNIPD948	1	0.04
M_lys__L_e	Clostridia_sp_DTU-UNIPD951	2	0.025
M_lys__L_e	Clostridia_sp_DTU-UNIPD964	2	0.3333333333333333
M_lys__L_e	Clostridia_sp_DTU-UNIPD970	4	0.3775
M_lys__L_e	Clostridiales_sp_DTU-UNIPD926	10	1.0
M_lys__L_e	Clostridiales_sp_DTU-UNIPD956	2	0.255
M_lys__L_e	Clostridiales_sp_DTU-UNIPD971	7	0.21
M_lys__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.02
M_lys__L_e	Firmicutes_sp_DTU-UNIPD921	2	0.08
M_lys__L_e	Firmicutes_sp_DTU-UNIPD923	13	1.0
M_lys__L_e	Firmicutes_sp_DTU-UNIPD938	3	0.10666666666666667
M_lys__L_e	Firmicutes_sp_DTU-UNIPD940	2	0.08499999999999999
M_lys__L_e	Firmicutes_sp_DTU-UNIPD954	1	0.2
M_lys__L_e	Firmicutes_sp_DTU-UNIPD966	4	0.04
M_lys__L_e	Firmicutes_sp_DTU-UNIPD974	13	1.0
M_lys__L_e	Ilumatobacter_sp_DTU-UNIPD920	6	0.061666666666666675
M_lys__L_e	Limnochordia_sp_DTU-UNIPD962	2	0.045
M_lys__L_e	Limnochordia_sp_DTU-UNIPD975	3	1.0
M_lys__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.03
M_lys__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.02
M_lys__L_e	Petrimonas_sp_DTU-UNIPD925	2	0.07
M_lys__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	9	0.09592592592592593
M_lys__L_e	Rikenellaceae_sp_DTU-UNIPD929	14	1.0
M_lys__L_e	Sphaerochaeta_sp_DTU-UNIPD963	3	0.02666666666666666
M_lys__L_e	Synergistetes_sp_DTU-UNIPD919	11	0.15181818181818185
M_lys__L_e	Syntrophomonas_sp_DTU-UNIPD935	6	0.18611111111111112
M_lys__L_e	Syntrophothermus_sp_DTU-UNIPD934	7	0.24857142857142858
M_lys__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	14	1.0
M_lys__L_e	bin_8_metaspades	2	0.15000000000000002
M_mal__L_e	Acetomicrobium_sp_DTU-UNIPD972	3	0.11555555555555556
M_mal__L_e	Actinobacteria_sp_DTU-UNIPD965	2	0.01
M_mal__L_e	Aminobacterium_colombiense_DTU-UNIPD933	3	0.08666666666666667
M_mal__L_e	Bacillus_sp_DTU-UNIPD918	3	0.08
M_mal__L_e	Bacillus_sp_DTU-UNIPD958	1	0.01
M_mal__L_e	Burkholderiales_sp_DTU-UNIPD944	7	0.07714285714285715
M_mal__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.049999999999999996
M_mal__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	4	0.0275
M_mal__L_e	Firmicutes_sp_DTU-UNIPD938	3	0.35000000000000003
M_mal__L_e	Firmicutes_sp_DTU-UNIPD940	1	0.05
M_mal__L_e	Firmicutes_sp_DTU-UNIPD966	2	0.615
M_mal__L_e	Firmicutes_sp_DTU-UNIPD974	9	1.0
M_mal__L_e	Synergistetes_sp_DTU-UNIPD919	3	0.08333333333333333
M_mal__L_e	Syntrophomonas_sp_DTU-UNIPD935	4	0.275
M_mal__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.01
M_malt_e	Acetomicrobium_sp_DTU-UNIPD972	3	0.7766666666666667
M_malt_e	Acholeplasmatales_sp_DTU-UNIPD950	9	0.9444444444444444
M_malt_e	Acidaminococcales_sp_DTU-UNIPD952	10	0.472
M_malt_e	Alcaligenaceae_sp_DTU-UNIPD943	1	0.12
M_malt_e	Aminobacterium_colombiense_DTU-UNIPD933	2	0.45999999999999996
M_malt_e	Bacillales_sp_DTU-UNIPD969	1	0.45
M_malt_e	Bacteroidales_sp_DTU-UNIPD936	3	0.20333333333333334
M_malt_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	3	0.9366666666666666
M_malt_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.5
M_malt_e	Clostridia_sp_DTU-UNIPD924	1	1.0
M_malt_e	Clostridia_sp_DTU-UNIPD948	4	0.8775
M_malt_e	Clostridia_sp_DTU-UNIPD951	1	0.05
M_malt_e	Clostridia_sp_DTU-UNIPD961	2	0.255
M_malt_e	Clostridia_sp_DTU-UNIPD964	5	0.5253333333333334
M_malt_e	Clostridia_sp_DTU-UNIPD970	12	1.0
M_malt_e	Clostridiales_sp_DTU-UNIPD939	2	0.505
M_malt_e	Firmicutes_sp_DTU-UNIPD923	1	0.59
M_malt_e	Firmicutes_sp_DTU-UNIPD930	1	0.35
M_malt_e	Firmicutes_sp_DTU-UNIPD938	5	0.868
M_malt_e	Firmicutes_sp_DTU-UNIPD966	1	0.75
M_malt_e	Firmicutes_sp_DTU-UNIPD974	1	0.07
M_malt_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.3333333333333333
M_malt_e	Limnochordia_sp_DTU-UNIPD962	3	0.4466666666666667
M_malt_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.815
M_malt_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.47000000000000003
M_malt_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.3333333333333333
M_malt_e	Synergistetes_sp_DTU-UNIPD919	2	0.3683333333333333
M_malt_e	Tepidanaerobacter_sp_DTU-UNIPD928	5	0.43200000000000005
M_malttr_e	Aminobacterium_colombiense_DTU-UNIPD933	3	0.6166666666666667
M_malttr_e	Bacillales_sp_DTU-UNIPD969	1	0.22
M_malttr_e	Bacteroidales_sp_DTU-UNIPD936	2	0.1
M_malttr_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	4	1.0
M_malttr_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.6666666666666666
M_malttr_e	Clostridia_sp_DTU-UNIPD924	1	1.0
M_malttr_e	Clostridia_sp_DTU-UNIPD948	3	0.4333333333333333
M_malttr_e	Clostridia_sp_DTU-UNIPD951	1	0.03
M_malttr_e	Clostridia_sp_DTU-UNIPD961	1	0.02
M_malttr_e	Clostridia_sp_DTU-UNIPD964	1	0.5
M_malttr_e	Clostridiales_sp_DTU-UNIPD971	1	0.04
M_malttr_e	Firmicutes_sp_DTU-UNIPD938	4	0.76
M_malttr_e	Firmicutes_sp_DTU-UNIPD940	1	0.37
M_malttr_e	Limnochordia_sp_DTU-UNIPD962	2	0.525
M_malttr_e	Methanoculleus_thermophilus_DTU-UNIPD927	6	0.735
M_malttr_e	Pseudorhodobacter_sp_DTU-UNIPD967	3	0.09666666666666668
M_malttr_e	Ruminococcaceae_sp_DTU-UNIPD949	5	0.8379999999999999
M_malttr_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.3333333333333333
M_malttr_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.52
M_malttr_e	Sphaerochaeta_sp_DTU-UNIPD963	2	0.52
M_man1p_e	Acidaminococcales_sp_DTU-UNIPD952	13	0.935897435897436
M_man1p_e	Aminobacterium_colombiense_DTU-UNIPD933	7	0.9671428571428571
M_man1p_e	Bacteroidales_sp_DTU-UNIPD922	6	1.0
M_man1p_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	3	1.0
M_man1p_e	Catabacter_sp_DTU-UNIPD932	7	0.7399999999999999
M_man1p_e	Clostridia_sp_DTU-UNIPD924	10	0.9949999999999999
M_man1p_e	Clostridia_sp_DTU-UNIPD946	8	1.0
M_man1p_e	Clostridia_sp_DTU-UNIPD961	6	0.8477777777777779
M_man1p_e	Clostridia_sp_DTU-UNIPD964	6	0.7777777777777777
M_man1p_e	Firmicutes_sp_DTU-UNIPD974	5	0.6220000000000001
M_man1p_e	Methanoculleus_thermophilus_DTU-UNIPD927	9	0.8655555555555555
M_man1p_e	Pseudorhodobacter_sp_DTU-UNIPD967	7	0.91
M_man1p_e	Sphaerochaeta_sp_DTU-UNIPD955	7	0.8085714285714286
M_man1p_e	Sphaerochaeta_sp_DTU-UNIPD963	2	1.0
M_man1p_e	Synergistetes_sp_DTU-UNIPD919	1	0.06
M_man1p_e	Syntrophomonas_sp_DTU-UNIPD935	7	0.8714285714285713
M_man6p_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.75
M_man6p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.02
M_man6p_e	Clostridia_sp_DTU-UNIPD964	4	0.875
M_melib_e	Bacteroidales_sp_DTU-UNIPD936	1	1.0
M_melib_e	Clostridia_sp_DTU-UNIPD946	1	1.0
M_melib_e	Clostridia_sp_DTU-UNIPD948	3	0.19666666666666666
M_melib_e	Clostridiales_sp_DTU-UNIPD939	1	0.5
M_melib_e	Firmicutes_sp_DTU-UNIPD945	2	1.0
M_melib_e	bin_8_metaspades	4	0.375
M_meoh_e	Actinobacteria_sp_DTU-UNIPD965	1	0.22
M_meoh_e	Alcaligenaceae_sp_DTU-UNIPD943	3	0.04666666666666667
M_meoh_e	Azonexus_sp_DTU-UNIPD953	3	0.013333333333333334
M_meoh_e	Catabacter_sp_DTU-UNIPD932	2	0.01
M_meoh_e	Clostridia_sp_DTU-UNIPD970	2	0.025
M_meoh_e	Firmicutes_sp_DTU-UNIPD945	5	0.5813333333333334
M_meoh_e	Firmicutes_sp_DTU-UNIPD959	1	0.1
M_meoh_e	Firmicutes_sp_DTU-UNIPD966	2	0.045
M_murein5p4p_e	Bacteroidales_sp_DTU-UNIPD936	2	0.03
M_murein5p4p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	2	0.02
M_murein5p4p_e	Clostridiales_sp_DTU-UNIPD939	1	0.09090909090909093
M_murein5p4p_e	Firmicutes_sp_DTU-UNIPD945	1	0.02
M_murein5p4p_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.01
M_murein5p5p5p_e	Bacillus_sp_DTU-UNIPD918	1	0.06
M_murein5p5p5p_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.02
M_murein5p5p5p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	2	0.015
M_murein5p5p5p_e	Clostridia_sp_DTU-UNIPD970	5	0.4833333333333333
M_murein5p5p5p_e	Clostridiales_sp_DTU-UNIPD939	1	0.09090909090909093
M_murein5p5p5p_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_murein5p5p5p_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.01
M_murein5p5p_e	Bacillales_sp_DTU-UNIPD969	1	0.02
M_murein5p5p_e	Bacteroidales_sp_DTU-UNIPD936	3	0.08666666666666667
M_murein5p5p_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.01
M_murein5p5p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.01
M_murein5p5p_e	Catabacter_sp_DTU-UNIPD932	1	0.01
M_murein5p5p_e	Clostridia_sp_DTU-UNIPD946	1	0.04
M_murein5p5p_e	Clostridia_sp_DTU-UNIPD948	1	0.01
M_murein5p5p_e	Clostridia_sp_DTU-UNIPD970	1	0.25
M_murein5p5p_e	Clostridiales_sp_DTU-UNIPD939	1	0.09090909090909093
M_murein5p5p_e	Firmicutes_sp_DTU-UNIPD940	1	0.02
M_murein5p5p_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_murein5p5p_e	Firmicutes_sp_DTU-UNIPD974	1	0.01
M_murein5p5p_e	Ruminococcaceae_sp_DTU-UNIPD949	1	0.03
M_murein5p5p_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.02
M_murein5p5p_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.01
M_murein5px4p_e	Bacteroidales_sp_DTU-UNIPD936	4	0.02
M_murein5px4p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	3	0.023333333333333334
M_murein5px4p_e	Clostridiales_sp_DTU-UNIPD939	1	0.09090909090909093
M_murein5px4p_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_murein5px4p_e	Syntrophomonas_sp_DTU-UNIPD935	3	0.02
M_murein5px4px4p_e	Bacteroidales_sp_DTU-UNIPD936	2	0.03
M_murein5px4px4p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.02
M_murein5px4px4p_e	Clostridia_sp_DTU-UNIPD948	1	0.01
M_murein5px4px4p_e	Clostridiales_sp_DTU-UNIPD939	1	0.022727272727272728
M_murein5px4px4p_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_murein5px4px4p_e	Firmicutes_sp_DTU-UNIPD954	1	0.01
M_murein5px4px4p_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.01
M_nh4_e	Acetomicrobium_sp_DTU-UNIPD972	2	0.275
M_nh4_e	Acholeplasmatales_sp_DTU-UNIPD950	1	0.5
M_nh4_e	Actinobacteria_sp_DTU-UNIPD965	1	0.03
M_nh4_e	Aeromicrobium_sp_DTU-UNIPD973	35	0.5642857142857141
M_nh4_e	Alcaligenaceae_sp_DTU-UNIPD943	25	0.184
M_nh4_e	Aminobacterium_colombiense_DTU-UNIPD933	29	0.1089655172413793
M_nh4_e	Azonexus_sp_DTU-UNIPD953	45	0.2742962962962963
M_nh4_e	Bacillales_sp_DTU-UNIPD969	8	0.1945833333333333
M_nh4_e	Bacillus_sp_DTU-UNIPD918	4	0.02
M_nh4_e	Bacillus_sp_DTU-UNIPD958	3	0.21777777777777776
M_nh4_e	Bacteroidales_sp_DTU-UNIPD922	11	0.44
M_nh4_e	Bacteroidales_sp_DTU-UNIPD936	40	0.17075
M_nh4_e	Burkholderiales_sp_DTU-UNIPD944	12	0.06166666666666667
M_nh4_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.05
M_nh4_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	16	0.149375
M_nh4_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	13	0.1
M_nh4_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	4	0.07250000000000001
M_nh4_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	8	0.06875
M_nh4_e	Catabacter_sp_DTU-UNIPD932	28	0.13749999999999996
M_nh4_e	Clostridia_sp_DTU-UNIPD924	10	0.10100000000000002
M_nh4_e	Clostridia_sp_DTU-UNIPD946	9	0.26185185185185184
M_nh4_e	Clostridia_sp_DTU-UNIPD948	42	0.2818555008210182
M_nh4_e	Clostridia_sp_DTU-UNIPD951	3	0.17666666666666667
M_nh4_e	Clostridia_sp_DTU-UNIPD961	5	0.354
M_nh4_e	Clostridia_sp_DTU-UNIPD964	17	0.43431372549019603
M_nh4_e	Clostridia_sp_DTU-UNIPD970	16	0.39020833333333327
M_nh4_e	Clostridiales_sp_DTU-UNIPD926	16	0.16937500000000005
M_nh4_e	Clostridiales_sp_DTU-UNIPD939	12	0.31777777777777777
M_nh4_e	Clostridiales_sp_DTU-UNIPD956	29	0.3148275862068965
M_nh4_e	Clostridiales_sp_DTU-UNIPD971	2	0.02
M_nh4_e	Fermentimonas_massiliensis_DTU-UNIPD960	5	0.09
M_nh4_e	Firmicutes_sp_DTU-UNIPD921	2	0.13
M_nh4_e	Firmicutes_sp_DTU-UNIPD930	3	0.04
M_nh4_e	Firmicutes_sp_DTU-UNIPD938	2	0.11
M_nh4_e	Firmicutes_sp_DTU-UNIPD940	7	0.09
M_nh4_e	Firmicutes_sp_DTU-UNIPD954	3	0.23
M_nh4_e	Firmicutes_sp_DTU-UNIPD959	1	0.5
M_nh4_e	Firmicutes_sp_DTU-UNIPD966	4	0.1075
M_nh4_e	Ilumatobacter_sp_DTU-UNIPD920	36	0.12555555555555553
M_nh4_e	Limnochordia_sp_DTU-UNIPD962	20	0.32016666666666665
M_nh4_e	Limnochordia_sp_DTU-UNIPD975	3	0.35777777777777775
M_nh4_e	Methanoculleus_thermophilus_DTU-UNIPD927	26	0.21833333333333338
M_nh4_e	Methanothermobacter_wolfeii_DTU-UNIPD957	12	0.7519444444444444
M_nh4_e	Petrimonas_sp_DTU-UNIPD925	37	0.09108108108108107
M_nh4_e	Pseudorhodobacter_sp_DTU-UNIPD967	31	0.09999999999999999
M_nh4_e	Rikenellaceae_sp_DTU-UNIPD929	5	0.013999999999999999
M_nh4_e	Ruminococcaceae_sp_DTU-UNIPD949	20	0.4256666666666666
M_nh4_e	Ruminococcaceae_sp_DTU-UNIPD968	18	0.3642592592592593
M_nh4_e	Sphaerochaeta_sp_DTU-UNIPD955	7	0.10428571428571429
M_nh4_e	Sphaerochaeta_sp_DTU-UNIPD963	21	0.09238095238095241
M_nh4_e	Synergistetes_sp_DTU-UNIPD919	22	0.12787878787878784
M_nh4_e	Syntrophomonas_sp_DTU-UNIPD935	21	0.16523809523809527
M_nh4_e	Syntrophothermus_sp_DTU-UNIPD934	49	0.5356462585034013
M_nh4_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.03
M_nh4_e	bin_8_metaspades	2	0.18
M_no2_e	Azonexus_sp_DTU-UNIPD953	1	0.18
M_no2_e	Bacillales_sp_DTU-UNIPD969	7	1.0
M_no2_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	6	0.8383333333333334
M_no2_e	Clostridiales_sp_DTU-UNIPD926	1	0.54
M_no2_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.01
M_no2_e	Firmicutes_sp_DTU-UNIPD921	1	1.0
M_no2_e	Firmicutes_sp_DTU-UNIPD923	1	1.0
M_no2_e	Firmicutes_sp_DTU-UNIPD945	4	0.8125
M_no2_e	Limnochordia_sp_DTU-UNIPD975	1	1.0
M_no2_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	0.555
M_orn_e	Acetomicrobium_sp_DTU-UNIPD972	8	0.7062499999999999
M_orn_e	Acidaminococcales_sp_DTU-UNIPD952	2	0.30166666666666664
M_orn_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.04
M_orn_e	Alcaligenaceae_sp_DTU-UNIPD943	5	0.22200000000000003
M_orn_e	Aminobacterium_colombiense_DTU-UNIPD933	6	0.5316666666666666
M_orn_e	Azonexus_sp_DTU-UNIPD953	2	0.045
M_orn_e	Bacillales_sp_DTU-UNIPD969	1	0.01
M_orn_e	Bacteroidales_sp_DTU-UNIPD922	1	0.5
M_orn_e	Bacteroidales_sp_DTU-UNIPD936	4	0.085
M_orn_e	Burkholderiales_sp_DTU-UNIPD944	1	0.02
M_orn_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.030000000000000002
M_orn_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.03
M_orn_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	4	0.1275
M_orn_e	Cloacibacillus_sp_DTU-UNIPD942	4	1.0
M_orn_e	Clostridia_sp_DTU-UNIPD924	2	0.07
M_orn_e	Clostridia_sp_DTU-UNIPD946	1	0.09
M_orn_e	Clostridia_sp_DTU-UNIPD948	1	0.03
M_orn_e	Clostridia_sp_DTU-UNIPD951	2	0.03
M_orn_e	Clostridia_sp_DTU-UNIPD964	1	0.3333333333333333
M_orn_e	Clostridia_sp_DTU-UNIPD970	2	0.26
M_orn_e	Clostridiales_sp_DTU-UNIPD926	7	0.5971428571428571
M_orn_e	Clostridiales_sp_DTU-UNIPD956	1	0.13
M_orn_e	Clostridiales_sp_DTU-UNIPD971	1	0.07
M_orn_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.865
M_orn_e	Firmicutes_sp_DTU-UNIPD921	1	0.01
M_orn_e	Firmicutes_sp_DTU-UNIPD923	7	0.18571428571428572
M_orn_e	Firmicutes_sp_DTU-UNIPD938	4	0.5725
M_orn_e	Firmicutes_sp_DTU-UNIPD940	2	0.055
M_orn_e	Firmicutes_sp_DTU-UNIPD954	1	0.02
M_orn_e	Firmicutes_sp_DTU-UNIPD966	4	0.03
M_orn_e	Firmicutes_sp_DTU-UNIPD974	3	0.04
M_orn_e	Ilumatobacter_sp_DTU-UNIPD920	5	0.054000000000000006
M_orn_e	Limnochordia_sp_DTU-UNIPD962	1	0.03
M_orn_e	Methanoculleus_thermophilus_DTU-UNIPD927	4	0.30500000000000005
M_orn_e	Petrimonas_sp_DTU-UNIPD925	2	0.03
M_orn_e	Pseudorhodobacter_sp_DTU-UNIPD967	3	0.3066666666666667
M_orn_e	Rikenellaceae_sp_DTU-UNIPD929	4	0.24
M_orn_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.35
M_orn_e	Ruminococcaceae_sp_DTU-UNIPD968	7	1.0
M_orn_e	Sphaerochaeta_sp_DTU-UNIPD955	9	0.6244444444444444
M_orn_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.04
M_orn_e	Synergistetes_sp_DTU-UNIPD919	5	0.054000000000000006
M_orn_e	Syntrophomonas_sp_DTU-UNIPD935	5	0.4
M_orn_e	Syntrophothermus_sp_DTU-UNIPD934	4	0.155
M_orn_e	Tepidanaerobacter_sp_DTU-UNIPD928	2	0.03
M_orn_e	bin_8_metaspades	2	0.07
M_pep_e	Bacillales_sp_DTU-UNIPD969	1	0.32
M_phe__L_e	Aminobacterium_colombiense_DTU-UNIPD933	4	0.95
M_phe__L_e	Bacillus_sp_DTU-UNIPD918	1	0.09
M_phe__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	5	1.0
M_phe__L_e	Clostridia_sp_DTU-UNIPD961	4	1.0
M_phe__L_e	Firmicutes_sp_DTU-UNIPD954	2	1.0
M_phe__L_e	Firmicutes_sp_DTU-UNIPD959	5	1.0
M_phe__L_e	Firmicutes_sp_DTU-UNIPD966	5	1.0
M_phe__L_e	Firmicutes_sp_DTU-UNIPD974	4	1.0
M_phe__L_e	bin_8_metaspades	4	1.0
M_pheme_e	Bacteroidales_sp_DTU-UNIPD922	30	1.0
M_pi_e	Acetomicrobium_sp_DTU-UNIPD972	14	0.5688095238095238
M_pi_e	Acholeplasmatales_sp_DTU-UNIPD950	3	1.0
M_pi_e	Acidaminococcales_sp_DTU-UNIPD952	27	0.7235802469135804
M_pi_e	Actinobacteria_sp_DTU-UNIPD965	1	0.34
M_pi_e	Alcaligenaceae_sp_DTU-UNIPD943	29	0.8972413793103449
M_pi_e	Aminobacterium_colombiense_DTU-UNIPD933	18	0.44555555555555554
M_pi_e	Azonexus_sp_DTU-UNIPD953	31	0.8070967741935483
M_pi_e	Bacillales_sp_DTU-UNIPD969	9	0.4937037037037037
M_pi_e	Bacillus_sp_DTU-UNIPD958	17	0.8743137254901959
M_pi_e	Bacteroidales_sp_DTU-UNIPD922	6	0.85
M_pi_e	Bacteroidales_sp_DTU-UNIPD936	40	0.9872499999999998
M_pi_e	Burkholderiales_sp_DTU-UNIPD944	27	0.7466666666666668
M_pi_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	27	0.6748148148148149
M_pi_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	22	0.9559090909090909
M_pi_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	27	0.8114814814814815
M_pi_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	11	0.15636363636363637
M_pi_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	8	0.0975
M_pi_e	Catabacter_sp_DTU-UNIPD932	42	0.8128571428571428
M_pi_e	Cloacibacillus_sp_DTU-UNIPD942	11	0.9054545454545455
M_pi_e	Clostridia_sp_DTU-UNIPD924	8	0.60625
M_pi_e	Clostridia_sp_DTU-UNIPD946	3	0.9466666666666667
M_pi_e	Clostridia_sp_DTU-UNIPD948	35	0.828
M_pi_e	Clostridia_sp_DTU-UNIPD951	24	0.96
M_pi_e	Clostridia_sp_DTU-UNIPD961	24	0.8673611111111111
M_pi_e	Clostridia_sp_DTU-UNIPD964	12	0.9458333333333333
M_pi_e	Clostridiales_sp_DTU-UNIPD926	32	0.8771874999999999
M_pi_e	Clostridiales_sp_DTU-UNIPD939	15	0.4645454545454546
M_pi_e	Clostridiales_sp_DTU-UNIPD956	17	0.7205882352941178
M_pi_e	Clostridiales_sp_DTU-UNIPD971	1	0.22
M_pi_e	Fermentimonas_massiliensis_DTU-UNIPD960	16	0.886875
M_pi_e	Firmicutes_sp_DTU-UNIPD921	5	0.476
M_pi_e	Firmicutes_sp_DTU-UNIPD923	37	0.7813513513513513
M_pi_e	Firmicutes_sp_DTU-UNIPD938	2	0.01
M_pi_e	Firmicutes_sp_DTU-UNIPD940	30	0.7662222222222221
M_pi_e	Firmicutes_sp_DTU-UNIPD954	16	0.6979166666666666
M_pi_e	Firmicutes_sp_DTU-UNIPD959	2	0.12000000000000001
M_pi_e	Firmicutes_sp_DTU-UNIPD966	3	0.01
M_pi_e	Firmicutes_sp_DTU-UNIPD974	28	0.6071428571428573
M_pi_e	Ilumatobacter_sp_DTU-UNIPD920	31	0.823225806451613
M_pi_e	Limnochordia_sp_DTU-UNIPD962	22	0.8863636363636364
M_pi_e	Limnochordia_sp_DTU-UNIPD975	26	0.9461538461538462
M_pi_e	Methanoculleus_thermophilus_DTU-UNIPD927	13	0.7987179487179487
M_pi_e	Methanothermobacter_wolfeii_DTU-UNIPD957	18	0.9188888888888889
M_pi_e	Petrimonas_sp_DTU-UNIPD925	12	0.8558333333333331
M_pi_e	Pseudorhodobacter_sp_DTU-UNIPD967	30	0.6853333333333335
M_pi_e	Rikenellaceae_sp_DTU-UNIPD929	37	0.961891891891892
